experiment_id,machine,target,run_id,train_step,valid_batches,source_path,loss,gd_residual_read_candidate_retention_mean,gd_residual_read_candidate_churn_mean,gd_residual_read_candidate_top1_flip_rate,gd_residual_read_margin_top1_top2_mean,gd_residual_read_margin_top1_top2_p05,gd_residual_read_entropy_mean,gd_residual_read_selected_mass_mean,gd_residual_read_selected_mass_p05,gd_residual_lambda_mean,gd_residual_inject_ratio,gd_residual_m_norm_mean,gd_residual_m_norm_max,gd_residual_update_norm_mean,gd_residual_update_norm_p95,gd_residual_update_norm_max,gd_residual_write_strength_mean,gd_residual_write_strength_p95,gd_residual_write_strength_max,gd_residual_sum_zeta_mean,gd_residual_sum_zeta_p95,gd_residual_sum_zeta_max,gd_residual_raw_topk_mass_mean,gd_residual_raw_topk_mass_p05,gd_residual_write_top1_mass_mean,gd_residual_write_q_entropy_mean,gd_residual_write_q_top1_mean,layer_1/attn/gd_residual_inject_ratio,layer_1/attn/gd_residual_lambda_mean,layer_1/attn/gd_residual_m_norm_max,layer_1/attn/gd_residual_m_norm_mean,layer_1/attn/gd_residual_read_candidate_churn_mean,layer_1/attn/gd_residual_read_candidate_has_prev,layer_1/attn/gd_residual_read_candidate_probe_count,layer_1/attn/gd_residual_read_candidate_retention_mean,layer_1/attn/gd_residual_read_candidate_top1_flip_rate,layer_1/attn/gd_residual_read_entropy_mean,layer_1/attn/gd_residual_read_margin_top1_top2_mean,layer_1/attn/gd_residual_read_margin_top1_top2_p05,layer_1/attn/gd_residual_read_selected_mass_mean,layer_1/attn/gd_residual_read_selected_mass_p05,layer_1/attn/gd_residual_update_norm_cap_active,layer_1/attn/gd_residual_update_norm_cap_hit_ratio,layer_1/attn/gd_residual_update_norm_effective_cap,layer_1/attn/gd_residual_update_norm_max,layer_1/attn/gd_residual_update_norm_mean,layer_1/attn/gd_residual_update_norm_p95
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,0,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.038751602172852,0.0,0.0,0.0,0.3420845866203308,0.0,3.4502551555633545,0.023108458146452904,0.0,0.05000000819563866,0.14336538314819336,0.06290135532617569,0.29540905356407166,0.08179070055484772,0.11187998205423355,0.204389289021492,0.125,0.16616804897785187,0.2910999357700348,0.5,0.5,0.5000000596046448,0.14608624577522278,0.12225420027971268,0.30616942048072815,1.3719041347503662,0.30616942048072815,0.14336538314819336,0.05000000819563866,0.29540905356407166,0.06290135532617569,0.0,0.0,8192.0,0.0,0.0,3.4502551555633545,0.3420845866203308,0.0,0.023108458146452904,0.0,0.0,0.0,0.0,0.204389289021492,0.08179070055484772,0.11187998205423355
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,1,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.038331985473633,0.91162109375,0.08837890625,0.0987548828125,0.3434297442436218,0.0,3.4488868713378906,0.023129025474190712,0.0,0.050069410353899,0.1429695338010788,0.062883660197258,0.2924632728099823,0.08184780180454254,0.1134125292301178,0.21211397647857666,0.12506136298179626,0.16859173774719238,0.30559757351875305,0.5002455711364746,0.5047026872634888,0.5105452537536621,0.151956245303154,0.12606611847877502,0.3092632591724396,1.3703255653381348,0.3092632591724396,0.1429695338010788,0.050069410353899,0.2924632728099823,0.062883660197258,0.08837890625,1.0,8192.0,0.91162109375,0.0987548828125,3.4488868713378906,0.3434297442436218,0.0,0.023129025474190712,0.0,0.0,0.0,0.0,0.21211397647857666,0.08184780180454254,0.1134125292301178
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,2,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.038467407226562,0.9364013671875,0.0635986328125,0.0762939453125,0.34379929304122925,0.0,3.4472262859344482,0.023162569850683212,0.0,0.050068676471710205,0.1412791907787323,0.06282587349414825,0.2894740402698517,0.0819205641746521,0.11486953496932983,0.21709981560707092,0.12503457069396973,0.17064926028251648,0.32301321625709534,0.5001382827758789,0.5070075988769531,0.5154882669448853,0.15756547451019287,0.12980276346206665,0.31210389733314514,1.3688316345214844,0.31210389733314514,0.1412791907787323,0.050068676471710205,0.2894740402698517,0.06282587349414825,0.0635986328125,1.0,8192.0,0.9364013671875,0.0762939453125,3.4472262859344482,0.34379929304122925,0.0,0.023162569850683212,0.0,0.0,0.0,0.0,0.21709981560707092,0.0819205641746521,0.11486953496932983
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,4,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.038802146911621,0.9005126953125,0.0994873046875,0.116455078125,0.34423819184303284,0.0,3.442948818206787,0.023361768573522568,0.0,0.05009348690509796,0.13890571892261505,0.06265053153038025,0.28596994280815125,0.08219733834266663,0.11716733872890472,0.22448839247226715,0.12507422268390656,0.1742561161518097,0.3427598774433136,0.5002968311309814,0.5103523135185242,0.5242743492126465,0.16724620759487152,0.13615497946739197,0.31665271520614624,1.3663475513458252,0.31665271520614624,0.13890571892261505,0.05009348690509796,0.28596994280815125,0.06265053153038025,0.0994873046875,1.0,8192.0,0.9005126953125,0.116455078125,3.442948818206787,0.34423819184303284,0.0,0.023361768573522568,0.0,0.0,0.0,0.0,0.22448839247226715,0.08219733834266663,0.11716733872890472
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,8,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.038880348205566,0.8294677734375,0.1705322265625,0.193603515625,0.3474709987640381,0.0,3.429307699203491,0.02472546324133873,0.0,0.05021532252430916,0.14062467217445374,0.06088726595044136,0.3128572106361389,0.082588329911232,0.12032340466976166,0.23022979497909546,0.12516820430755615,0.178440123796463,0.3381233513355255,0.5006728172302246,0.5154389142990112,0.5350580215454102,0.18148106336593628,0.1459713876247406,0.3221420645713806,1.3631000518798828,0.322142094373703,0.14062467217445374,0.05021532252430916,0.3128572106361389,0.06088726595044136,0.1705322265625,1.0,8192.0,0.8294677734375,0.193603515625,3.429307699203491,0.3474709987640381,0.0,0.02472546324133873,0.0,0.0,0.0,0.0,0.23022979497909546,0.082588329911232,0.12032340466976166
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,16,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.036155700683594,0.664794921875,0.335205078125,0.3829345703125,0.37289226055145264,0.0,3.3613760471343994,0.03298119083046913,0.0,0.050577305257320404,0.1689431071281433,0.046117983758449554,0.4126177728176117,0.08195923268795013,0.12170963734388351,0.23767544329166412,0.12489835917949677,0.18232393264770508,0.31658583879470825,0.49959343671798706,0.5216208696365356,0.5518988370895386,0.20092059671878815,0.15977555513381958,0.32784903049468994,1.3594610691070557,0.32784903049468994,0.1689431071281433,0.050577305257320404,0.4126177728176117,0.046117983758449554,0.335205078125,1.0,8192.0,0.664794921875,0.3829345703125,3.3613760471343994,0.37289226055145264,0.0,0.03298119083046913,0.0,0.0,0.0,0.0,0.23767544329166412,0.08195923268795013,0.12170963734388351
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,24,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.027427673339844,0.65960693359375,0.34039306640625,0.4080810546875,0.42986106872558594,0.0,3.230811595916748,0.04467029497027397,0.0,0.050137653946876526,0.19822321832180023,0.02787117287516594,0.5542625784873962,0.08035336434841156,0.13454177975654602,0.27482491731643677,0.12398090213537216,0.2075730562210083,0.34992650151252747,0.49592360854148865,0.5241254568099976,0.557624340057373,0.2595498859882355,0.20641280710697174,0.36476612091064453,1.3322415351867676,0.36476612091064453,0.19822321832180023,0.050137653946876526,0.5542625784873962,0.02787117287516594,0.34039306640625,1.0,8192.0,0.65960693359375,0.4080810546875,3.230811595916748,0.42986106872558594,0.0,0.04467029497027397,0.0,0.0,0.0,0.0,0.27482491731643677,0.08035336434841156,0.13454177975654602
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,32,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,9.01124382019043,0.7332763671875,0.2667236328125,0.350830078125,0.5734918713569641,0.0,3.0740795135498047,0.06311173737049103,0.0,0.048434242606163025,0.26729336380958557,0.01992737501859665,0.7307856678962708,0.07836192846298218,0.17177808284759521,0.3219078779220581,0.1226535439491272,0.27934083342552185,0.40123698115348816,0.4906141757965088,0.5250457525253296,0.5607223510742188,0.3451022505760193,0.29358553886413574,0.46189796924591064,1.2380788326263428,0.46189796924591064,0.26729336380958557,0.048434242606163025,0.7307856678962708,0.01992737501859665,0.2667236328125,1.0,8192.0,0.7332763671875,0.350830078125,3.0740795135498047,0.5734918713569641,0.0,0.06311173737049103,0.0,0.0,0.0,0.0,0.3219078779220581,0.07836192846298218,0.17177808284759521
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,48,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,8.909085273742676,0.67938232421875,0.32061767578125,0.388427734375,0.4337330460548401,0.0,3.216977596282959,0.10671209543943405,0.0,0.02300388365983963,0.07052437216043472,0.013003750704228878,1.4282033443450928,0.05318885296583176,0.19297802448272705,0.533257007598877,0.08373270183801651,0.29295188188552856,0.41936519742012024,0.33493080735206604,0.4096326529979706,0.4973083436489105,0.49870026111602783,0.47110140323638916,0.7957582473754883,0.7169570922851562,0.7957582473754883,0.07052437216043472,0.02300388365983963,1.4282033443450928,0.013003750704228878,0.32061767578125,1.0,8192.0,0.67938232421875,0.388427734375,3.216977596282959,0.4337330460548401,0.0,0.10671209543943405,0.0,0.0,0.0,0.0,0.533257007598877,0.05318885296583176,0.19297802448272705
20260702-02-flash-vqg-training-minibatch-event-trace,2080ti,baseline-r2,20260702-02-flash-vqg-training-minibatch-event-trace-baseline-r2-s124-d123-b64ga4-2080ti-inline-2080ti-gpu0-baseline,64,[441],zoology/experiments/flash_vqg/scripts/20260702-02-flash-vqg-training-minibatch-event-trace/outputs/traces/2080ti/baseline-r2/inline-2080ti-gpu0-baseline/early_window_metrics.jsonl,8.70534896850586,0.46661376953125,0.53338623046875,0.6392822265625,0.3614988625049591,0.0,3.465728759765625,0.15528932213783264,0.0,0.008459502831101418,0.00488056568428874,0.009902780875563622,1.3374578952789307,0.0244503915309906,0.11995673179626465,0.41495972871780396,0.03969540446996689,0.19154350459575653,0.369233638048172,0.15878161787986755,0.2652543783187866,0.4148404002189636,0.5834860801696777,0.5747666358947754,0.8746010661125183,0.5125916004180908,0.8746011257171631,0.00488056568428874,0.008459502831101418,1.3374578952789307,0.009902780875563622,0.53338623046875,1.0,8192.0,0.46661376953125,0.6392822265625,3.465728759765625,0.3614988625049591,0.0,0.15528932213783264,0.0,0.0,0.0,0.0,0.41495972871780396,0.0244503915309906,0.11995673179626465
