target,stage,optimizer_step,micro_step,field,module,machine_count,unique_sha256_count,all_match,values_json
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.norm1,2,2,False,"{""2080ti"": ""7817d4607ddda65e5399f89e789259752e98cc647780795c5df9c3ce32f35e1a"", ""3090"": ""d654cb1fb4577fa1285f5907dda4a75e44febe60c9752bdb405104515d971c78""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""5347d7c3f4cdf80e9664da5a091f7d56dfbf5f64ac8978f5acd110d61523dfed"", ""3090"": ""6a34465ea862cfbb894680a9414978949431c27d5f4103fb272f25266f72c32f""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.sequence_mixer,2,2,False,"{""2080ti"": ""5347d7c3f4cdf80e9664da5a091f7d56dfbf5f64ac8978f5acd110d61523dfed"", ""3090"": ""6a34465ea862cfbb894680a9414978949431c27d5f4103fb272f25266f72c32f""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.dropout2,2,2,False,"{""2080ti"": ""5347d7c3f4cdf80e9664da5a091f7d56dfbf5f64ac8978f5acd110d61523dfed"", ""3090"": ""6a34465ea862cfbb894680a9414978949431c27d5f4103fb272f25266f72c32f""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.drop_path2,2,2,False,"{""2080ti"": ""5347d7c3f4cdf80e9664da5a091f7d56dfbf5f64ac8978f5acd110d61523dfed"", ""3090"": ""6a34465ea862cfbb894680a9414978949431c27d5f4103fb272f25266f72c32f""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.norm2,2,2,False,"{""2080ti"": ""327a50be6670fabf05e06b8c006696b02b9a34347841368463834d3e881a5998"", ""3090"": ""4277f7012a680f0be7aff9cf3ff15af3e9649017bec4b64dc29d76f236df8c04""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.0.state_mixer,2,2,False,"{""2080ti"": ""327a50be6670fabf05e06b8c006696b02b9a34347841368463834d3e881a5998"", ""3090"": ""4277f7012a680f0be7aff9cf3ff15af3e9649017bec4b64dc29d76f236df8c04""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.dropout1,2,2,False,"{""2080ti"": ""327a50be6670fabf05e06b8c006696b02b9a34347841368463834d3e881a5998"", ""3090"": ""4277f7012a680f0be7aff9cf3ff15af3e9649017bec4b64dc29d76f236df8c04""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.drop_path1,2,2,False,"{""2080ti"": ""327a50be6670fabf05e06b8c006696b02b9a34347841368463834d3e881a5998"", ""3090"": ""4277f7012a680f0be7aff9cf3ff15af3e9649017bec4b64dc29d76f236df8c04""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.norm1,2,2,False,"{""2080ti"": ""be5db28189eb827d0a325d170c3cd9868ddfc7e69e19a04065607b06b983f340"", ""3090"": ""bcbf90d6605b5e0549a9e86d6fc13761fe2572665d60b68dfff1b658005e8d3c""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""0c44f0c5023d9693bd50e575d65f682ee1151c3ac20dbf0ca16a0ff68876467c"", ""3090"": ""1e76ab7aff53dcec26c9c6622bc9a869d698ab89c54a3b9499ab8c96343a766c""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.sequence_mixer,2,2,False,"{""2080ti"": ""0c44f0c5023d9693bd50e575d65f682ee1151c3ac20dbf0ca16a0ff68876467c"", ""3090"": ""1e76ab7aff53dcec26c9c6622bc9a869d698ab89c54a3b9499ab8c96343a766c""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.dropout2,2,2,False,"{""2080ti"": ""0c44f0c5023d9693bd50e575d65f682ee1151c3ac20dbf0ca16a0ff68876467c"", ""3090"": ""1e76ab7aff53dcec26c9c6622bc9a869d698ab89c54a3b9499ab8c96343a766c""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.drop_path2,2,2,False,"{""2080ti"": ""0c44f0c5023d9693bd50e575d65f682ee1151c3ac20dbf0ca16a0ff68876467c"", ""3090"": ""1e76ab7aff53dcec26c9c6622bc9a869d698ab89c54a3b9499ab8c96343a766c""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.norm2,2,2,False,"{""2080ti"": ""9874e8ccd3bb02642d1c8ef2ac1263aa308ebb1b6b53f2c4d21121e0bf3aa976"", ""3090"": ""9a0b3226b79e244ae0c91dfa17629e33e255c013c1da39babe56b44206b44f77""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.layers.1.state_mixer,2,2,False,"{""2080ti"": ""9874e8ccd3bb02642d1c8ef2ac1263aa308ebb1b6b53f2c4d21121e0bf3aa976"", ""3090"": ""9a0b3226b79e244ae0c91dfa17629e33e255c013c1da39babe56b44206b44f77""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,module_output_sha256,backbone.ln_f,2,2,False,"{""2080ti"": ""598ff2b653a2661ae93114c274144ebbf974bc6ef9bf453708fd8189368a8668"", ""3090"": ""9d4ce79f221174154dace2caf1b624a0e1bdfc16e877d5e5d8917c07850b479f""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,logits_sha256,,2,2,False,"{""2080ti"": ""81fe1dec99caa37d790afd974160f329318dc46ee342c38bd7d42cb3981c7c8b"", ""3090"": ""ca5798cfe629e8699a8ca3a04f066b25d18e3a835152294f3cc764e2d7e39e07""}"
baseline-r2,forward_before_backward_step0_micro0,0,0,preds_sha256,,2,1,True,"{""2080ti"": ""d8ddeb731d5304875c304e1a27f22f52981e5e38d0995ec69bb6311ca8656683"", ""3090"": ""d8ddeb731d5304875c304e1a27f22f52981e5e38d0995ec69bb6311ca8656683""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,inputs_sha256,,2,1,True,"{""2080ti"": ""e915ec4f426b11c78269b02ef717ac73ba4bd6633a6e7f8f10fdaec75ac857bd"", ""3090"": ""e915ec4f426b11c78269b02ef717ac73ba4bd6633a6e7f8f10fdaec75ac857bd""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,targets_sha256,,2,1,True,"{""2080ti"": ""179e0d62bac1dd3ebed50c14988e136747aadcbc9ffa4474fd8a290656014d71"", ""3090"": ""179e0d62bac1dd3ebed50c14988e136747aadcbc9ffa4474fd8a290656014d71""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.embeddings,2,2,False,"{""2080ti"": ""6249ecf9b101ba106eb0a9cc68e9f13c647f3e002a7e8ff6dd3a3cb489920305"", ""3090"": ""3ac23be6852c6af826589a2aac941c1f43b2c02f174a7b9bf2ae479735ad1a0e""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.dropout1,2,2,False,"{""2080ti"": ""6351acd2e25259beb9eb264509c8b4f0756f637476c75551f7a5d46775165da5"", ""3090"": ""3120363bd35a726d43e97a8dd171d363180dd0216eda6a1824b93d2407aadabd""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.drop_path1,2,2,False,"{""2080ti"": ""6351acd2e25259beb9eb264509c8b4f0756f637476c75551f7a5d46775165da5"", ""3090"": ""3120363bd35a726d43e97a8dd171d363180dd0216eda6a1824b93d2407aadabd""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.norm1,2,2,False,"{""2080ti"": ""fb17e5636c76660f6638abebf401f2f25aa38734b6c3b176707ace54bb20fa20"", ""3090"": ""ac0f2739f00039369119ebb198a5c201dfc5a521abf6240b491d66dee9b38213""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""e2c76ad2cd71593c3ac837110b3a43dd0ce0250e2e93a98627b07812bd5c434f"", ""3090"": ""a94f8fd41fb3f5f44ac0c5041fa01df1eeb946f43d3daebb101850be554e039b""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.sequence_mixer,2,2,False,"{""2080ti"": ""e2c76ad2cd71593c3ac837110b3a43dd0ce0250e2e93a98627b07812bd5c434f"", ""3090"": ""a94f8fd41fb3f5f44ac0c5041fa01df1eeb946f43d3daebb101850be554e039b""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.dropout2,2,2,False,"{""2080ti"": ""e2c76ad2cd71593c3ac837110b3a43dd0ce0250e2e93a98627b07812bd5c434f"", ""3090"": ""a94f8fd41fb3f5f44ac0c5041fa01df1eeb946f43d3daebb101850be554e039b""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.drop_path2,2,2,False,"{""2080ti"": ""e2c76ad2cd71593c3ac837110b3a43dd0ce0250e2e93a98627b07812bd5c434f"", ""3090"": ""a94f8fd41fb3f5f44ac0c5041fa01df1eeb946f43d3daebb101850be554e039b""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.norm2,2,2,False,"{""2080ti"": ""4b0fa8348769367edfd125e465b81b67179436c67344fe771198d43088d56a6a"", ""3090"": ""fb0a5f45a9924d4f5d6e3c0d3df27a83c9dc20a2d5d7e524cea2da896274aa24""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.0.state_mixer,2,2,False,"{""2080ti"": ""4b0fa8348769367edfd125e465b81b67179436c67344fe771198d43088d56a6a"", ""3090"": ""fb0a5f45a9924d4f5d6e3c0d3df27a83c9dc20a2d5d7e524cea2da896274aa24""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.dropout1,2,2,False,"{""2080ti"": ""4b0fa8348769367edfd125e465b81b67179436c67344fe771198d43088d56a6a"", ""3090"": ""fb0a5f45a9924d4f5d6e3c0d3df27a83c9dc20a2d5d7e524cea2da896274aa24""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.drop_path1,2,2,False,"{""2080ti"": ""4b0fa8348769367edfd125e465b81b67179436c67344fe771198d43088d56a6a"", ""3090"": ""fb0a5f45a9924d4f5d6e3c0d3df27a83c9dc20a2d5d7e524cea2da896274aa24""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.norm1,2,2,False,"{""2080ti"": ""40339f852d38ebbe69961a93f8ffde05cae22ec782cd97f025f0b19387ee9e5c"", ""3090"": ""82ba4fa8f5e93c01bc95de0e8770bfa80834f54c080faaad0006f45aafa2c21a""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""d321ff6f517da2469f75fe2a0ae731e071378cb908ac5f3f5303aa308e41ba85"", ""3090"": ""edddd801edea2bf6e9f3584e3868fe62723634de4329fee68f3bdf7382c015c2""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.sequence_mixer,2,2,False,"{""2080ti"": ""d321ff6f517da2469f75fe2a0ae731e071378cb908ac5f3f5303aa308e41ba85"", ""3090"": ""edddd801edea2bf6e9f3584e3868fe62723634de4329fee68f3bdf7382c015c2""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.dropout2,2,2,False,"{""2080ti"": ""d321ff6f517da2469f75fe2a0ae731e071378cb908ac5f3f5303aa308e41ba85"", ""3090"": ""edddd801edea2bf6e9f3584e3868fe62723634de4329fee68f3bdf7382c015c2""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.drop_path2,2,2,False,"{""2080ti"": ""d321ff6f517da2469f75fe2a0ae731e071378cb908ac5f3f5303aa308e41ba85"", ""3090"": ""edddd801edea2bf6e9f3584e3868fe62723634de4329fee68f3bdf7382c015c2""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.norm2,2,2,False,"{""2080ti"": ""c81a31b7631859fc076ece6ab80db65a899f4f3d62d5c7bf31e8d346f759e5ff"", ""3090"": ""41a8dd3bf51513a8227c461a1daabdfb7d42fdeda81c13d892ea8a8912d362b5""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.layers.1.state_mixer,2,2,False,"{""2080ti"": ""c81a31b7631859fc076ece6ab80db65a899f4f3d62d5c7bf31e8d346f759e5ff"", ""3090"": ""41a8dd3bf51513a8227c461a1daabdfb7d42fdeda81c13d892ea8a8912d362b5""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,module_output_sha256,backbone.ln_f,2,2,False,"{""2080ti"": ""289c875fc7b9a0b5c2a92a00d23353f69caf550dc10014c2011e60882bfcde62"", ""3090"": ""b74982bdd6030f7ad4a91986c72342405c7de4522542033323d7029ab306476b""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,logits_sha256,,2,2,False,"{""2080ti"": ""adc57b02a53af52449ae5d35223da2cb3e1056e638e69a417c76732b23334873"", ""3090"": ""f825d00b2205e3da127206cc3adb983749b4f104f67e0c3f5c3581573770fa99""}"
baseline-r2,forward_before_backward_step1_micro4,1,4,preds_sha256,,2,1,True,"{""2080ti"": ""e915ec4f426b11c78269b02ef717ac73ba4bd6633a6e7f8f10fdaec75ac857bd"", ""3090"": ""e915ec4f426b11c78269b02ef717ac73ba4bd6633a6e7f8f10fdaec75ac857bd""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,inputs_sha256,,2,1,True,"{""2080ti"": ""0848a57755bc56ca035d1ee0846d7fe61ec7b53ca16dd6af436741e0fbdc3216"", ""3090"": ""0848a57755bc56ca035d1ee0846d7fe61ec7b53ca16dd6af436741e0fbdc3216""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,targets_sha256,,2,1,True,"{""2080ti"": ""71c2cef5d8561efdbfdc73e0daa2f852315d320256fa83c02c380abd78721a27"", ""3090"": ""71c2cef5d8561efdbfdc73e0daa2f852315d320256fa83c02c380abd78721a27""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.embeddings,2,2,False,"{""2080ti"": ""f63bc0962b23308ec405979763d8c01e45ddb8446409c33b9d046f9edc32b55b"", ""3090"": ""46e2d3d4f09516e6c66b1f9a19c649b40f7c4479dbe93c837aec1dfa2aeec8ff""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.dropout1,2,2,False,"{""2080ti"": ""eb411bb2e6a08f5c8e6ffd31ae662ba455a89c0e6a115e5a4c93144baecd0c46"", ""3090"": ""8c886e0ca6b37e46c7849cc5d171b50fae21104c6bda5c95f721dc0047ea5245""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.drop_path1,2,2,False,"{""2080ti"": ""eb411bb2e6a08f5c8e6ffd31ae662ba455a89c0e6a115e5a4c93144baecd0c46"", ""3090"": ""8c886e0ca6b37e46c7849cc5d171b50fae21104c6bda5c95f721dc0047ea5245""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.norm1,2,2,False,"{""2080ti"": ""4d328c0fd8fccccf4fa3413920793d9ed93815e6909db21d790936e22faea510"", ""3090"": ""4bd99917d9197399844872ad6d1b804ca4ef47e0ab2a05ee546d102f37bbc84d""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""d9dfea723ec9692e621b4f8a95d2104ff570335586257b1f48c0950f0608dcaa"", ""3090"": ""3b24226e9dd81d2acec20af52d3d5f5b8bb745ad21fb1996b6213935d9f6ef86""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.sequence_mixer,2,2,False,"{""2080ti"": ""d9dfea723ec9692e621b4f8a95d2104ff570335586257b1f48c0950f0608dcaa"", ""3090"": ""3b24226e9dd81d2acec20af52d3d5f5b8bb745ad21fb1996b6213935d9f6ef86""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.dropout2,2,2,False,"{""2080ti"": ""d9dfea723ec9692e621b4f8a95d2104ff570335586257b1f48c0950f0608dcaa"", ""3090"": ""3b24226e9dd81d2acec20af52d3d5f5b8bb745ad21fb1996b6213935d9f6ef86""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.drop_path2,2,2,False,"{""2080ti"": ""d9dfea723ec9692e621b4f8a95d2104ff570335586257b1f48c0950f0608dcaa"", ""3090"": ""3b24226e9dd81d2acec20af52d3d5f5b8bb745ad21fb1996b6213935d9f6ef86""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.norm2,2,2,False,"{""2080ti"": ""89c3039d238e761e7e81d0b272da35140c66459d6ca620c39d6e9021bc605f24"", ""3090"": ""ed2fcd45684e163f1ae9325cb5585362853c8e2cd50d24f9b6f850f0574f64f0""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.0.state_mixer,2,2,False,"{""2080ti"": ""89c3039d238e761e7e81d0b272da35140c66459d6ca620c39d6e9021bc605f24"", ""3090"": ""ed2fcd45684e163f1ae9325cb5585362853c8e2cd50d24f9b6f850f0574f64f0""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.dropout1,2,2,False,"{""2080ti"": ""89c3039d238e761e7e81d0b272da35140c66459d6ca620c39d6e9021bc605f24"", ""3090"": ""ed2fcd45684e163f1ae9325cb5585362853c8e2cd50d24f9b6f850f0574f64f0""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.drop_path1,2,2,False,"{""2080ti"": ""89c3039d238e761e7e81d0b272da35140c66459d6ca620c39d6e9021bc605f24"", ""3090"": ""ed2fcd45684e163f1ae9325cb5585362853c8e2cd50d24f9b6f850f0574f64f0""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.norm1,2,2,False,"{""2080ti"": ""eaacc6c0d5db1545b958c481688d86a4b99e2ed727126eddb72e5c307e620ef4"", ""3090"": ""e40b1bc45b4ea1588971e8097c71a8778da1133c567820e0f7e3f7debd054427""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""b7439e7f28b5268a0a30bd77c44704964c20b9e1217305cbb86a6b04a3ebd8bf"", ""3090"": ""87e5adcf950b35f1128b2a311db270537cc75e7f791dee26e4b5e9e9434c9625""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.sequence_mixer,2,2,False,"{""2080ti"": ""b7439e7f28b5268a0a30bd77c44704964c20b9e1217305cbb86a6b04a3ebd8bf"", ""3090"": ""87e5adcf950b35f1128b2a311db270537cc75e7f791dee26e4b5e9e9434c9625""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.dropout2,2,2,False,"{""2080ti"": ""b7439e7f28b5268a0a30bd77c44704964c20b9e1217305cbb86a6b04a3ebd8bf"", ""3090"": ""87e5adcf950b35f1128b2a311db270537cc75e7f791dee26e4b5e9e9434c9625""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.drop_path2,2,2,False,"{""2080ti"": ""b7439e7f28b5268a0a30bd77c44704964c20b9e1217305cbb86a6b04a3ebd8bf"", ""3090"": ""87e5adcf950b35f1128b2a311db270537cc75e7f791dee26e4b5e9e9434c9625""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.norm2,2,2,False,"{""2080ti"": ""f4109eb09a169e308564693445088e32fad3abbc210825330303b2fe4282157e"", ""3090"": ""3dd8c18d20796552dcebdaff4d9f0b415ffa3f8954bf09c931313782f1185c5c""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.layers.1.state_mixer,2,2,False,"{""2080ti"": ""f4109eb09a169e308564693445088e32fad3abbc210825330303b2fe4282157e"", ""3090"": ""3dd8c18d20796552dcebdaff4d9f0b415ffa3f8954bf09c931313782f1185c5c""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,module_output_sha256,backbone.ln_f,2,2,False,"{""2080ti"": ""4d067beccbe398dfd64072f751000aab4ae564da511f11e5f9b28426cc9062e4"", ""3090"": ""d08833ae27d37ff3023c3287a92a73740c68a1e040bfed0b1ac8e03c24173b75""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,logits_sha256,,2,2,False,"{""2080ti"": ""d20d9acfc144628b191f802b9bb7424b9b740e88edf9366c0e6f27632e009797"", ""3090"": ""1501f57d070134e962590711cd4f5931a3c696af782dcb60fd2325774203da27""}"
baseline-r2,forward_before_backward_step2_micro8,2,8,preds_sha256,,2,1,True,"{""2080ti"": ""0848a57755bc56ca035d1ee0846d7fe61ec7b53ca16dd6af436741e0fbdc3216"", ""3090"": ""0848a57755bc56ca035d1ee0846d7fe61ec7b53ca16dd6af436741e0fbdc3216""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,inputs_sha256,,2,1,True,"{""2080ti"": ""ad637d48bbfa647c77aa7a80ab6bb8386c0b04a27fde68ffbec77678ad9e3df0"", ""3090"": ""ad637d48bbfa647c77aa7a80ab6bb8386c0b04a27fde68ffbec77678ad9e3df0""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,targets_sha256,,2,1,True,"{""2080ti"": ""dea2b1c881f6007a2b5402031481a9684aa9f4d1b6a8831a4ab194ba41dc8825"", ""3090"": ""dea2b1c881f6007a2b5402031481a9684aa9f4d1b6a8831a4ab194ba41dc8825""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.embeddings,2,2,False,"{""2080ti"": ""679207b3176600b292fe4eb675b56b6e0b4fa039396419675885fbd0eefb5f7e"", ""3090"": ""efa1d5d2331e7e7141c1a39093cd949870fe926abb15b9e21ffec24cd67a72fc""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.layers.0.dropout1,2,2,False,"{""2080ti"": ""521457dcfc119d063b06b107df32ff4d1a49bb017ed115fa128a51ea7b7b7b4a"", ""3090"": ""f3c44fd30d9c96059ad15fd48cf466e60982688f280f2892004019e18f627a0b""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.layers.0.drop_path1,2,2,False,"{""2080ti"": ""521457dcfc119d063b06b107df32ff4d1a49bb017ed115fa128a51ea7b7b7b4a"", ""3090"": ""f3c44fd30d9c96059ad15fd48cf466e60982688f280f2892004019e18f627a0b""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.layers.0.norm1,2,2,False,"{""2080ti"": ""1c9c31d953debc81d994693919a4fd7e44e33084a79eadcbf0213e7a4b52648d"", ""3090"": ""febcc882a26307b693dd09fad5fb0d8cae3ca826819389543c0123f263df9808""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.layers.0.sequence_mixer.mixer,2,2,False,"{""2080ti"": ""de034640c5404de01600bcde2fafb5d14d7ffe73eb038ab409f7e9e9f7f0c8e6"", ""3090"": ""af3bae2459022edeee333f1bbe017288302a73e56ae6b96c574d97c37ceec9d4""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.layers.0.sequence_mixer,2,2,False,"{""2080ti"": ""de034640c5404de01600bcde2fafb5d14d7ffe73eb038ab409f7e9e9f7f0c8e6"", ""3090"": ""af3bae2459022edeee333f1bbe017288302a73e56ae6b96c574d97c37ceec9d4""}"
baseline-r2,forward_before_backward_step4_micro16,4,16,module_output_sha256,backbone.layers.0.dropout2,2,2,False,"{""2080ti"": ""de034640c5404de01600bcde2fafb5d14d7ffe73eb038ab409f7e9e9f7f0c8e6"", ""3090"": ""af3bae2459022edeee333f1bbe017288302a73e56ae6b96c574d97c37ceec9d4""}"
